T	Y
1.0	0.009999403746652109
2.0	0.009999340138384997
3.0	0.009999331899335245
4.0	0.0099992798570636
5.0	0.00999943983457281
6.0	0.009999437625849058
7.0	0.009999478820602925
8.0	0.009999486345065832
9.0	0.009999469826694226
10.0	0.009999508812645674
11.0	0.00999965498423708
12.0	0.009999702729714692
13.0	0.00999968335336275
14.0	0.00999978053038523
15.0	0.009999794905525375
16.0	0.009999784204253225
17.0	0.00999981865477114
18.0	0.009999785971808796
19.0	0.00999976894413787
20.0	0.00999982398114021
21.0	0.009999863276905089
22.0	0.00999979702558222
23.0	0.009999840383285823
24.0	0.009999814120787667
25.0	0.009999843457193694
26.0	0.009999832536335067
27.0	0.00999983180280457
28.0	0.009999916674461632
29.0	0.009999906198189887
30.0	0.0099999076703084
31.0	0.00999998202799652
32.0	0.00999999871746496
33.0	0.009999914560914917
34.0	0.009999917944186781
35.0	0.009999870958444925
36.0	0.009999894470146414
37.0	0.009999915488761921
38.0	0.009999875620068713
39.0	0.009999774667777328
40.0	0.009999822012873156
41.0	0.009999899812007974
42.0	0.00999987007422666
43.0	0.009999782341478398
44.0	0.009999905085753187
45.0	0.009999952895404252
46.0	0.009999935829726955
47.0	0.009999958279975846
48.0	0.009999960152915347
49.0	0.009999847241294952
50.0	0.009999937706517843
51.0	0.01000001868793522
52.0	0.009999975778532707
53.0	0.01000001254421554
54.0	0.01000006912268591
55.0	0.010000062846036533
56.0	0.010000124437166294
57.0	0.010000093484703074
58.0	0.010000112921176125
59.0	0.010000101532956164
60.0	0.010000159533756423
61.0	0.010000168201648845
62.0	0.010000114309404637
63.0	0.010000257759721798
64.0	0.010000349217435199
65.0	0.010000189925084604
66.0	0.010000143852051604
67.0	0.010000163227429904
68.0	0.010000159125041213
69.0	0.01000014191176704
70.0	0.010000132473163198
71.0	0.010000177962714652
72.0	0.010000058825601897
73.0	0.010000012330021579
74.0	0.009999873546390228
75.0	0.009999911807971535
76.0	0.009999999302630099
77.0	0.01000017416650472
78.0	0.010000175397241884
79.0	0.01000011833619393
80.0	0.009999993173024321
81.0	0.010000019551266332
82.0	0.009999993225435789
83.0	0.009999935316980683
84.0	0.009999961376058237
85.0	0.009999822110026677
86.0	0.009999866625369095
87.0	0.009999954201024513
88.0	0.009999880447794918
89.0	0.009999908465916007
90.0	0.009999908723419102
91.0	0.009999944535864065
92.0	0.010000040053195852
93.0	0.010000082770886359
94.0	0.01000012961360355
95.0	0.010000005219909248
96.0	0.00999998404957216
97.0	0.010000070482810404
98.0	0.01000011265372408
99.0	0.01000022208684703
100.0	0.010008768550095026
